start,IATA,PNRs
10/31/19,MCO,5104
10/31/19,SAN,2330
10/31/19,PAR,9988
10/31/19,CPH,2437
10/31/19,SHA,3721
10/31/19,FRA,2099
10/31/19,BNA,2231
10/31/19,PEK,2612
10/31/19,MEX,2299
10/31/19,TLS,2165
10/31/19,LAS,2564
10/31/19,SYD,1693
10/31/19,MUC,3267
10/31/19,HOU,5401
10/31/19,PHL,4731
10/31/19,ATL,6094
10/31/19,MSP,3474
10/31/19,CHI,10267
10/31/19,SNA,2764
10/31/19,SJC,4287
10/31/19,MAD,3684
10/31/19,MIL,2419
10/31/19,STO,2140
10/31/19,SEA,5154
10/31/19,RDU,2652
10/31/19,AUS,3720
10/31/19,DEN,3587
10/31/19,PIT,2172
10/31/19,EWR,7127
10/31/19,SAT,2552
10/31/19,PHX,4257
10/31/19,AMS,2909
10/31/19,WAS,6540
10/31/19,SFO,5266
10/31/19,DTW,3401
10/31/19,NYC,14854
10/31/19,YYZ,4034
11/7/19,YUL,1912
11/7/19,DTW,3471
11/7/19,TLS,1894
11/7/19,HOU,5931
11/7/19,ATL,6484
11/7/19,BNA,2702
11/7/19,EWR,7394
11/7/19,SIN,2926
11/7/19,STO,2351
11/7/19,LAS,2482
11/7/19,LON,14490
11/7/19,STL,2541
11/7/19,PDX,2210
11/7/19,DEN,3868
11/7/19,SEA,6094
11/7/19,NYC,15817
11/7/19,MIA,2175
11/7/19,MUC,3830
11/7/19,MIL,2834
11/7/19,CMH,1980
11/7/19,PEK,2414
11/7/19,SHA,4042
11/7/19,PHX,4150
11/7/19,CLT,3940
11/7/19,CHI,10731
11/7/19,DFW,8872
11/7/19,AUS,3558
11/7/19,MAD,4037
11/7/19,MEX,2897
11/7/19,LAX,4778
11/7/19,SJC,5789
11/7/19,SYD,2624
11/7/19,WAS,7364
11/7/19,AMS,3163
11/7/19,PHL,4834
11/7/19,MCO,3119
11/7/19,BOS,7558
11/7/19,SAN,2232
11/7/19,SAT,2463
11/7/19,SNA,2370
11/7/19,MSP,3969
11/7/19,SFO,6188
11/7/19,PIT,2279
11/7/19,RDU,3092
11/7/19,IND,2164
11/7/19,FRA,3036
11/7/19,CLE,1787
11/7/19,CPH,2104
11/7/19,PAR,10132
11/7/19,YYZ,4465
11/14/19,TLS,2731
11/14/19,LAS,1781
11/14/19,WAS,7570
11/14/19,SNA,2257
11/14/19,MCO,1986
11/14/19,PIT,2367
11/14/19,SHA,4074
11/14/19,YUL,2384
11/14/19,CLE,1846
11/14/19,SAT,2542
11/14/19,MAD,4339
11/14/19,YYZ,5030
11/14/19,CLT,4348
11/14/19,LON,14659
11/14/19,STL,2470
11/14/19,LAX,4949
11/14/19,STO,2321
11/14/19,MUC,3724
11/14/19,SAN,3486
11/14/19,NYC,15891
11/14/19,SYD,2589
11/14/19,BNA,2843
11/14/19,PDX,2340
11/14/19,CMH,2015
11/14/19,HOU,6259
11/14/19,MSP,3893
11/14/19,PAR,12926
11/14/19,AUS,3374
11/14/19,SFO,5640
11/14/19,PHX,3733
11/14/19,PHL,5504
11/14/19,CHI,11557
11/14/19,AMS,3453
11/14/19,SIN,3084
11/14/19,MIL,2662
11/14/19,RDU,2807
11/14/19,IND,2058
11/14/19,CPH,2162
11/14/19,MIA,2278
11/14/19,ATL,7059
11/14/19,DEN,4373
11/14/19,DTW,3830
11/14/19,SEA,6332
11/14/19,MEX,2656
11/14/19,FRA,3385
11/14/19,BOS,7832
11/14/19,EWR,7958
11/14/19,SJC,5709
11/14/19,DFW,8540
11/14/19,PEK,2515
11/21/19,CHI,2650
11/21/19,MIA,579
11/21/19,MCO,462
11/21/19,MEX,2130
11/21/19,MIL,2735
11/21/19,EWR,1863
11/21/19,SJC,995
11/21/19,LAS,461
11/21/19,CPH,2407
11/21/19,PHL,1405
11/21/19,SYD,2471
11/21/19,YYZ,3055
11/21/19,SIN,2033
11/21/19,DEN,922
11/21/19,PEK,2201
11/21/19,SFO,1739
11/21/19,MUC,3436
11/21/19,IND,535
11/21/19,BOS,2240
11/21/19,PAR,11239
11/21/19,SAT,496
11/21/19,RDU,529
11/21/19,SEA,1285
11/21/19,LON,11723
11/21/19,NYC,4543
11/21/19,STO,2423
11/21/19,SAN,539
11/21/19,FRA,2895
11/21/19,AMS,2729
11/21/19,SNA,503
11/21/19,PHX,1021
11/21/19,MAD,4165
11/21/19,LAX,1622
11/21/19,HOU,1182
11/21/19,PIT,616
11/21/19,YUL,1678
11/21/19,BNA,727
11/21/19,DFW,1975
11/21/19,CLE,463
11/21/19,WAS,1917
11/21/19,CMH,630
11/21/19,PDX,597
11/21/19,TLS,2197
11/21/19,AUS,748
11/21/19,CLT,1129
11/21/19,ATL,1548
11/21/19,STL,669
11/21/19,MSP,927
11/21/19,DTW,1048
11/21/19,SHA,3375
11/28/19,NYC,14154
11/28/19,LON,14144
11/28/19,BNA,1900
11/28/19,CHI,8311
11/28/19,CLT,3687
11/28/19,AMS,2770
11/28/19,MSP,3115
11/28/19,CMH,1765
11/28/19,MUC,3704
11/28/19,DEN,3135
11/28/19,SNA,1689
11/28/19,MIA,1993
11/28/19,DFW,7953
11/28/19,EWR,7054
11/28/19,YUL,2200
11/28/19,HOU,5071
11/28/19,SFO,4859
11/28/19,MIL,2603
11/28/19,STO,2478
11/28/19,WAS,6291
11/28/19,YYZ,4154
11/28/19,BOS,6994
11/28/19,MCO,1921
11/28/19,CPH,2428
11/28/19,SAN,1998
11/28/19,DTW,3069
11/28/19,STL,1978
11/28/19,RDU,2559
11/28/19,PHL,4297
11/28/19,SEA,5079
11/28/19,LAS,2970
11/28/19,TLS,2213
11/28/19,PAR,10549
11/28/19,FRA,2861
11/28/19,ATL,5696
11/28/19,LAX,3197
11/28/19,PEK,2266
11/28/19,PDX,2121
11/28/19,MAD,3462
11/28/19,MEX,2783
11/28/19,CLE,1483
11/28/19,IND,1858
11/28/19,AUS,2965
11/28/19,PIT,2008
11/28/19,SJC,4714
11/28/19,SYD,2523
11/28/19,SHA,3501
11/28/19,SIN,1967
11/28/19,SAT,2342
11/28/19,PHX,3721
12/5/19,SAT,2907
12/5/19,SFO,5397
12/5/19,HOU,5991
12/5/19,CMH,2104
12/5/19,BOS,8211
12/5/19,EWR,8386
12/5/19,MAD,3723
12/5/19,SIN,1752
12/5/19,MEX,2798
12/5/19,MSP,3702
12/5/19,ATL,6883
12/5/19,WAS,7984
12/5/19,MIL,2567
12/5/19,DTW,3945
12/5/19,PHX,4092
12/5/19,LAS,2217
12/5/19,TLS,1965
12/5/19,DFW,9007
12/5/19,SYD,2411
12/5/19,AUS,3731
12/5/19,LON,15782
12/5/19,SEA,5564
12/5/19,YUL,2346
12/5/19,CLT,4875
12/5/19,CLE,1756
12/5/19,SJC,5961
12/5/19,PIT,2226
12/5/19,CHI,10583
12/5/19,BNA,2865
12/5/19,SHA,3918
12/5/19,MCO,2989
12/5/19,DEN,3700
12/5/19,YYZ,4738
12/5/19,PEK,2306
12/5/19,MUC,3974
12/5/19,SNA,2480
12/5/19,NYC,16765
12/5/19,STO,2642
12/5/19,PAR,9819
12/5/19,STL,2454
12/5/19,MIA,2075
12/5/19,PDX,2315
12/5/19,PHL,5459
12/5/19,RDU,2687
12/5/19,LAX,4476
12/5/19,FRA,3072
12/5/19,CPH,2386
12/5/19,IND,2108
12/5/19,SAN,2232
12/5/19,AMS,2955
12/12/19,WAS,5959
12/12/19,CMH,1568
12/12/19,SJC,3639
12/12/19,SNA,1833
12/12/19,SFO,4273
12/12/19,MIA,1715
12/12/19,SAT,1953
12/12/19,DFW,6674
12/12/19,MAD,4028
12/12/19,SIN,1027
12/12/19,AMS,1929
12/12/19,MCO,1578
12/12/19,PEK,1944
12/12/19,NYC,14907
12/12/19,FRA,2157
12/12/19,CLT,3115
12/12/19,PDX,1887
12/12/19,EWR,6023
12/12/19,PIT,2026
12/12/19,MUC,2623
12/12/19,LON,10561
12/12/19,CPH,1683
12/12/19,MSP,3121
12/12/19,DTW,2544
12/12/19,BOS,5873
12/12/19,AUS,2197
12/12/19,BNA,1948
12/12/19,PAR,9755
12/12/19,ATL,5273
12/12/19,MIL,2266
12/12/19,MEX,1786
12/12/19,LAX,3380
12/12/19,IND,1667
12/12/19,SAN,1584
12/12/19,PHL,3790
12/12/19,CLE,1222
12/12/19,SHA,3178
12/12/19,LAS,1158
12/12/19,SYD,1409
12/12/19,YYZ,3123
12/12/19,PHX,2751
12/12/19,YUL,1588
12/12/19,DEN,3233
12/12/19,RDU,1877
12/12/19,STO,1753
12/12/19,STL,1926
12/12/19,HOU,3862
12/12/19,TLS,1584
12/12/19,CHI,7902
12/12/19,SEA,3645
12/19/19,TLS,119
12/19/19,PAR,1092
12/19/19,SHA,1376
12/19/19,FRA,202
12/19/19,SEA,318
12/19/19,HOU,353
12/19/19,LON,1195
12/19/19,LAS,186
12/19/19,SFO,462
12/19/19,BNA,181
12/19/19,CLT,223
12/19/19,YUL,216
12/19/19,SNA,191
12/19/19,CMH,132
12/19/19,LAX,512
12/19/19,STO,107
12/19/19,NYC,1262
12/19/19,MSP,449
12/19/19,PEK,1113
12/19/19,RDU,161
12/19/19,IND,204
12/19/19,EWR,445
12/19/19,DEN,277
12/19/19,MUC,272
12/19/19,BOS,538
12/19/19,WAS,443
12/19/19,PHL,463
12/19/19,SIN,161
12/19/19,MAD,474
12/19/19,CHI,718
12/19/19,MEX,347
12/19/19,CPH,147
12/19/19,ATL,596
12/19/19,SYD,148
12/19/19,PDX,213
12/19/19,AUS,181
12/19/19,MIA,234
12/19/19,DTW,267
12/19/19,YYZ,347
12/19/19,SAN,270
12/19/19,AMS,275
12/19/19,STL,205
12/19/19,DFW,547
12/19/19,SJC,234
12/19/19,PHX,376
12/19/19,SAT,179
12/19/19,PIT,184
12/19/19,CLE,111
12/19/19,MIL,298
12/19/19,MCO,200
12/26/19,PHX,369
12/26/19,DEN,186
12/26/19,SFO,168
12/26/19,EWR,276
12/26/19,CHI,401
12/26/19,PAR,223
12/26/19,DTW,144
12/26/19,MCO,305
12/26/19,HOU,266
12/26/19,RDU,127
12/26/19,MUC,43
12/26/19,TLS,40
12/26/19,WAS,260
12/26/19,MEX,204
12/26/19,STO,32
12/26/19,BOS,232
12/26/19,PEK,627
12/26/19,PIT,83
12/26/19,CLT,206
12/26/19,LON,295
12/26/19,CMH,88
12/26/19,PHL,190
12/26/19,YYZ,201
12/26/19,ATL,501
12/26/19,AMS,63
12/26/19,MSP,127
12/26/19,MIL,51
12/26/19,SEA,232
12/26/19,MAD,85
12/26/19,NYC,534
12/26/19,DFW,482
12/26/19,PDX,135
12/26/19,BNA,216
12/26/19,AUS,211
12/26/19,SIN,118
12/26/19,FRA,24
12/26/19,LAX,293
12/26/19,YUL,76
12/26/19,SYD,44
12/26/19,MIA,218
12/26/19,SJC,104
12/26/19,IND,87
12/26/19,STL,175
12/26/19,LAS,175
12/26/19,SAT,149
12/26/19,SHA,532
12/26/19,CPH,33
12/26/19,CLE,67
12/26/19,SNA,114
12/26/19,SAN,272
1/2/20,SYD,537
1/2/20,STL,1599
1/2/20,AUS,2331
1/2/20,RDU,1848
1/2/20,SNA,1444
1/2/20,SIN,1225
1/2/20,LAX,2335
1/2/20,MCO,1439
1/2/20,PEK,2201
1/2/20,AMS,1027
1/2/20,LAS,3988
1/2/20,SJC,2752
1/2/20,SEA,3068
1/2/20,DEN,2433
1/2/20,EWR,5054
1/2/20,TLS,917
1/2/20,WAS,4421
1/2/20,DTW,2109
1/2/20,MEX,1071
1/2/20,SHA,3224
1/2/20,YUL,869
1/2/20,CPH,1096
1/2/20,PIT,1468
1/2/20,BNA,1673
1/2/20,MIA,1480
1/2/20,CLE,1130
1/2/20,MUC,1191
1/2/20,NYC,7882
1/2/20,SAN,1488
1/2/20,PDX,1376
1/2/20,PHL,3053
1/2/20,DFW,5732
1/2/20,SAT,1942
1/2/20,MIL,834
1/2/20,MSP,2186
1/2/20,PHX,2444
1/2/20,SFO,3476
1/2/20,ATL,4524
1/2/20,FRA,901
1/2/20,PAR,6018
1/2/20,CLT,3003
1/2/20,STO,761
1/2/20,IND,1400
1/2/20,BOS,4302
1/2/20,MAD,1275
1/2/20,CHI,5469
1/2/20,LON,6710
1/2/20,HOU,3820
1/2/20,CMH,1231
1/2/20,YYZ,2449
